Date,lmp,node
1/3/2021 3:00:00 AM,20.88,MS.HUB
1/3/2021 3:00:00 AM,20.80,TEXAS.HUB
1/3/2021 4:00:00 AM,20.32,ARKANSAS.HUB
1/3/2021 4:00:00 AM,19.28,ILLINOIS.HUB
1/3/2021 4:00:00 AM,19.96,INDIANA.HUB
1/3/2021 4:00:00 AM,21.29,LOUISIANA.HUB
1/3/2021 4:00:00 AM,20.24,MICHIGAN.HUB
1/3/2021 4:00:00 AM,16.32,MINN.HUB
1/3/2021 4:00:00 AM,21.11,MS.HUB
1/3/2021 4:00:00 AM,21.03,TEXAS.HUB
1/3/2021 5:00:00 AM,20.48,ARKANSAS.HUB
1/3/2021 5:00:00 AM,18.96,ILLINOIS.HUB
1/3/2021 5:00:00 AM,19.63,INDIANA.HUB
1/3/2021 5:00:00 AM,21.44,LOUISIANA.HUB
1/3/2021 5:00:00 AM,19.91,MICHIGAN.HUB
1/3/2021 5:00:00 AM,16.50,MINN.HUB
1/3/2021 5:00:00 AM,21.27,MS.HUB
1/3/2021 5:00:00 AM,21.18,TEXAS.HUB
1/3/2021 6:00:00 AM,21.57,ARKANSAS.HUB
1/3/2021 6:00:00 AM,19.23,ILLINOIS.HUB
1/3/2021 6:00:00 AM,19.90,INDIANA.HUB
1/3/2021 6:00:00 AM,22.54,LOUISIANA.HUB
1/3/2021 6:00:00 AM,20.19,MICHIGAN.HUB
1/3/2021 6:00:00 AM,16.60,MINN.HUB
1/3/2021 6:00:00 AM,22.37,MS.HUB
1/3/2021 6:00:00 AM,22.29,TEXAS.HUB
1/3/2021 7:00:00 AM,25.11,ARKANSAS.HUB
1/3/2021 7:00:00 AM,19.73,ILLINOIS.HUB
1/3/2021 7:00:00 AM,20.91,INDIANA.HUB
1/3/2021 7:00:00 AM,26.47,LOUISIANA.HUB
1/3/2021 7:00:00 AM,20.29,MICHIGAN.HUB
1/3/2021 7:00:00 AM,17.30,MINN.HUB
1/3/2021 7:00:00 AM,25.64,MS.HUB
1/3/2021 7:00:00 AM,25.57,TEXAS.HUB
1/3/2021 8:00:00 AM,28.03,ARKANSAS.HUB
1/3/2021 8:00:00 AM,20.63,ILLINOIS.HUB
1/3/2021 8:00:00 AM,21.14,INDIANA.HUB
1/3/2021 8:00:00 AM,29.25,LOUISIANA.HUB
1/3/2021 8:00:00 AM,20.69,MICHIGAN.HUB
1/3/2021 8:00:00 AM,18.84,MINN.HUB
